field_key,src_table,label,abbreviation,dict_category,dict_unit,param_type,specimen,n_rows,n_keys,n_numeric,n_with_uom,unit_observed,p01,p50,p99,unit_recovery_rate,numeric_rate,dtype_inferred,coverage,missing_rate,obs_per_key
respFlowCareData|Mechanical Ventilator High Tidal Volume Alarm,eicu.respiratoryCharting,respFlowCareData|Mechanical Ventilator High Tidal Volume Alarm,,,,,,6054,410,6054,0,,608.1625,1000.0,1599.3146,0.0,1.0,numeric,0.0037,0.9963,14.766
Vital Signs|SVRI|SVRI,eicu.nurseCharting,Vital Signs|SVRI|SVRI,,,,,,5958,776,5958,0,,715.8585,1892.4868,4048.2537,0.0,1.0,numeric,0.007,0.993,7.678
Fentanyl (mcg/kg/hr),eicu.infusionDrug,Fentanyl (mcg/kg/hr),,,,,,5893,457,5893,0,,0.0,20.2779,300.0,0.0,1.0,numeric,0.0041,0.9959,12.895
respFlowCareData|PS,eicu.respiratoryCharting,respFlowCareData|PS,,,,,,5891,354,5891,0,,3.862,10.0,23.8505,0.0,1.0,numeric,0.0032,0.9968,16.641
Vital Signs|SVO2|SVO2,eicu.nurseCharting,Vital Signs|SVO2|SVO2,,,,,,5730,438,5730,0,,21.9961,57.366,87.6012,0.0,1.0,numeric,0.004,0.996,13.082
ECG|ECG (secs)|QTc,eicu.nurseCharting,ECG|ECG (secs)|QTc,,,,,,5700,1324,5700,0,,0.2892,0.4203,437.8873,0.0,1.0,numeric,0.012,0.988,4.305
respFlowCareData|Oxygen Delivery Status,eicu.respiratoryCharting,respFlowCareData|Oxygen Delivery Status,,,,,,5537,598,0,0,,,,,0.0,0.0,categorical,0.0054,0.9946,9.259
respFlowCareData|PS above PEEP,eicu.respiratoryCharting,respFlowCareData|PS above PEEP,,,,,,5440,377,5440,0,,0.1364,10.0,23.7596,0.0,1.0,numeric,0.0034,0.9966,14.43
Hydromorphone IVF Infused (ml/hr),eicu.infusionDrug,Hydromorphone IVF Infused (ml/hr),,,,,,5410,91,5410,0,,0.0,4.048,30.0,0.0,1.0,numeric,0.0008,0.9992,59.451
respFlowCareData|Insp Cycle Off (%),eicu.respiratoryCharting,respFlowCareData|Insp Cycle Off (%),,,,,,5348,373,5348,0,,30.0,30.0,30.0,0.0,1.0,numeric,0.0034,0.9966,14.338
respFlowCareData|Total RSBI,eicu.respiratoryCharting,respFlowCareData|Total RSBI,,,,,,5320,947,5320,0,,6.0125,54.2644,249.4062,0.0,1.0,numeric,0.0086,0.9914,5.618
respFlowCareData|Flowtrigger,eicu.respiratoryCharting,respFlowCareData|Flowtrigger,,,,,,5318,289,5318,0,,1.0,1.0,2.0,0.0,1.0,numeric,0.0026,0.9974,18.401
Acetaminophen,eicu.lab,Acetaminophen,,,,,,5317,4440,1322,5317,mcg/mL,0.0,8.2563,369.5947,1.0,0.2486,mixed,0.0403,0.9597,1.198
Esmolol (mcg/kg/min),eicu.infusionDrug,Esmolol (mcg/kg/min),,,,,,5078,237,5078,0,,0.0,50.0,300.0,0.0,1.0,numeric,0.0021,0.9979,21.426
respFlowCareData|Ventilator Heater Temperature,eicu.respiratoryCharting,respFlowCareData|Ventilator Heater Temperature,,,,,,5064,252,5064,0,,31.0,37.0,37.5969,0.0,1.0,numeric,0.0023,0.9977,20.095
Volume (ml) Phenylephrine (),eicu.infusionDrug,Volume (ml) Phenylephrine (),,,,,,5049,294,5049,0,,0.3909,22.5781,451.7174,0.0,1.0,numeric,0.0027,0.9973,17.173
Bumetanide (mg/hr),eicu.infusionDrug,Bumetanide (mg/hr),,,,,,4997,229,4997,0,,0.0,0.5,4.0,0.0,1.0,numeric,0.0021,0.9979,21.821
respFlowPtVentData|HR,eicu.respiratoryCharting,respFlowPtVentData|HR,,,,,,4924,67,4924,0,,40.0925,73.5696,130.5569,0.0,1.0,numeric,0.0006,0.9994,73.493
Propofol (Diprivan) 1000 mg  100 ml  Premix (mcg/kg/min),eicu.infusionDrug,Propofol (Diprivan) 1000 mg  100 ml  Premix (mcg/kg/min),,,,,,4879,433,4879,0,,5.0,30.6935,82.7248,0.0,1.0,numeric,0.0039,0.9961,11.268
Pantoprazole (),eicu.infusionDrug,Pantoprazole (),,,,,,4862,261,4862,0,,2.3802,10.0,144.0691,0.0,1.0,numeric,0.0024,0.9976,18.628
3% Sodium Chloride IVF Infused (ml/hr),eicu.infusionDrug,3% Sodium Chloride IVF Infused (ml/hr),,,,,,4854,130,4854,0,,5.0,27.0615,249.9267,0.0,1.0,numeric,0.0012,0.9988,37.338
Volume (mL) Magnesium  (ml/hr),eicu.infusionDrug,Volume (mL) Magnesium  (ml/hr),,,,,,4807,159,4807,0,,4.2062,25.0,105.0271,0.0,1.0,numeric,0.0014,0.9986,30.233
Diltiazem (),eicu.infusionDrug,Diltiazem (),,,,,,4731,333,4731,0,,0.0,10.0,176.2065,0.0,1.0,numeric,0.003,0.997,14.207
reticulocyte count,eicu.lab,reticulocyte count,,,,,,4659,3728,4642,4659,%,0.1,2.1369,52.7524,1.0,0.9964,numeric,0.0338,0.9662,1.25
respFlowCareData|Adult Con Pt/Vent ETCO2,eicu.respiratoryCharting,respFlowCareData|Adult Con Pt/Vent ETCO2,,,,,,4582,162,4582,0,,15.1731,29.9845,48.8287,0.0,1.0,numeric,0.0015,0.9985,28.284
respFlowCareData|Endotracheal Tube Placement Checked,eicu.respiratoryCharting,respFlowCareData|Endotracheal Tube Placement Checked,,,,,,4562,286,0,0,,,,,0.0,0.0,categorical,0.0026,0.9974,15.951
Lorazepam (mg/hr),eicu.infusionDrug,Lorazepam (mg/hr),,,,,,4547,173,4547,0,,0.0,2.1955,18.0533,0.0,1.0,numeric,0.0016,0.9984,26.283
respFlowCareData|Trapped Volume,eicu.respiratoryCharting,respFlowCareData|Trapped Volume,,,,,,4546,227,4546,0,,0.0,0.0756,0.7862,0.0,1.0,numeric,0.0021,0.9979,20.026
respFlowCareData|Automatic Tube Compensation,eicu.respiratoryCharting,respFlowCareData|Automatic Tube Compensation,,,,,,4525,284,4525,0,,2.0,2.0,2.0,0.0,1.0,numeric,0.0026,0.9974,15.933
respFlowCareData|HOB Elevated 30-45 Degrees at All Times,eicu.respiratoryCharting,respFlowCareData|HOB Elevated 30-45 Degrees at All Times,,,,,,4491,279,0,0,,,,,0.0,0.0,categorical,0.0025,0.9975,16.097
Phenytoin,eicu.lab,Phenytoin,,,,,,4485,1839,4273,4485,mcg/mL,0.9806,11.0571,35.3283,1.0,0.9527,numeric,0.0167,0.9833,2.439
Dopamine (),eicu.infusionDrug,Dopamine (),,,,,,4474,277,4474,0,,0.0,7.0839,250.0,0.0,1.0,numeric,0.0025,0.9975,16.152
Tacrolimus-FK506,eicu.lab,Tacrolimus-FK506,,,,,,4470,595,4218,4470,ng/mL,1.6136,6.4337,22.7289,1.0,0.9436,mixed,0.0054,0.9946,7.513
respFlowCareData|Sputum Color,eicu.respiratoryCharting,respFlowCareData|Sputum Color,,,,,,4465,339,0,0,,,,,0.0,0.0,categorical,0.0031,0.9969,13.171
Morphine (mg/hr),eicu.infusionDrug,Morphine (mg/hr),,,,,,4454,484,4454,0,,0.0,3.0,30.0,0.0,1.0,numeric,0.0044,0.9956,9.202
respFlowCareData|Adult Con Setting Spont Exp Vt,eicu.respiratoryCharting,respFlowCareData|Adult Con Setting Spont Exp Vt,,,,,,4451,500,4451,0,,189.2163,488.1163,943.5613,0.0,1.0,numeric,0.0045,0.9955,8.902
respFlowCareData|Oral Care Complete Every 2 Hours,eicu.respiratoryCharting,respFlowCareData|Oral Care Complete Every 2 Hours,,,,,,4442,282,0,0,,,,,0.0,0.0,categorical,0.0026,0.9974,15.752
respFlowCareData|Sigh,eicu.respiratoryCharting,respFlowCareData|Sigh,,,,,,4376,282,4376,0,,2.0,2.0,2.0,0.0,1.0,numeric,0.0026,0.9974,15.518
Invasive|PVRI|PVRI,eicu.nurseCharting,Invasive|PVRI|PVRI,,,,,,4364,296,4364,0,,26.0731,231.2682,2819.8678,0.0,1.0,numeric,0.0027,0.9973,14.743
respFlowCareData|Mechanical Ventilator Mode,eicu.respiratoryCharting,respFlowCareData|Mechanical Ventilator Mode,,,,,,4328,285,0,0,,,,,0.0,0.0,categorical,0.0026,0.9974,15.186
respFlowCareData|Chest Tube Location,eicu.respiratoryCharting,respFlowCareData|Chest Tube Location,,,,,,4256,121,0,0,,,,,0.0,0.0,categorical,0.0011,0.9989,35.174
respFlowCareData|ETT Peptic Ulcer Prophylaxis,eicu.respiratoryCharting,respFlowCareData|ETT Peptic Ulcer Prophylaxis,,,,,,4251,262,0,0,,,,,0.0,0.0,categorical,0.0024,0.9976,16.225
respFlowCareData|Sputum Consistency,eicu.respiratoryCharting,respFlowCareData|Sputum Consistency,,,,,,4204,329,0,0,,,,,0.0,0.0,categorical,0.003,0.997,12.778
respFlowCareData|DVT Prophylaxis,eicu.respiratoryCharting,respFlowCareData|DVT Prophylaxis,,,,,,4160,261,0,0,,,,,0.0,0.0,categorical,0.0024,0.9976,15.939
Volume (mL) Lipids (ml/hr),eicu.infusionDrug,Volume (mL) Lipids (ml/hr),,,,,,4129,59,4129,0,,4.7146,10.0,167.8639,0.0,1.0,numeric,0.0005,0.9995,69.983
Esmolol (ml/hr),eicu.infusionDrug,Esmolol (ml/hr),,,,,,4097,173,4097,0,,0.0,50.4953,425.6687,0.0,1.0,numeric,0.0016,0.9984,23.682
Dobutamine (),eicu.infusionDrug,Dobutamine (),,,,,,4071,156,4071,0,,0.0,12.4168,249.9506,0.0,1.0,numeric,0.0014,0.9986,26.096
0.9% NS (ml/hr),eicu.infusionDrug,0.9% NS (ml/hr),,,,,,4049,87,4049,0,,0.0,39.0903,310.266,0.0,1.0,numeric,0.0008,0.9992,46.54
Fentanyl (mcg/kg/min),eicu.infusionDrug,Fentanyl (mcg/kg/min),,,,,,4028,100,4028,0,,0.0,0.02,62.8864,0.0,1.0,numeric,0.0009,0.9991,40.28
salicylate,eicu.lab,salicylate,,,,,,4010,3530,1436,4010,mg/dL,0.1532,3.9455,114.5839,1.0,0.3581,mixed,0.032,0.968,1.136
respFlowCareData|Chest Tube Description/Status,eicu.respiratoryCharting,respFlowCareData|Chest Tube Description/Status,,,,,,3900,113,0,0,,,,,0.0,0.0,categorical,0.001,0.999,34.513
respFlowCareData|Chest Tube Drainage Color,eicu.respiratoryCharting,respFlowCareData|Chest Tube Drainage Color,,,,,,3894,113,0,0,,,,,0.0,0.0,categorical,0.001,0.999,34.46
respFlowCareData|Chest Tube Suction Type,eicu.respiratoryCharting,respFlowCareData|Chest Tube Suction Type,,,,,,3885,113,0,0,,,,,0.0,0.0,categorical,0.001,0.999,34.381
Invasive|SVO2|SVO2,eicu.nurseCharting,Invasive|SVO2|SVO2,,,,,,3869,454,3869,0,,34.2889,62.8776,87.6922,0.0,1.0,numeric,0.0041,0.9959,8.522
respFlowCareData|Chest Tube Suction Amount,eicu.respiratoryCharting,respFlowCareData|Chest Tube Suction Amount,,,,,,3849,112,3849,0,,10.0,20.0,20.0,0.0,1.0,numeric,0.001,0.999,34.366
Nimbex (mcg/kg/min),eicu.infusionDrug,Nimbex (mcg/kg/min),,,,,,3787,64,3787,0,,0.0,1.0728,8.0,0.0,1.0,numeric,0.0006,0.9994,59.172
Furosemide (),eicu.infusionDrug,Furosemide (),,,,,,3754,146,3754,0,,0.5,7.605,182.6989,0.0,1.0,numeric,0.0013,0.9987,25.712
Cisatracurium IVF Infused (ml/hr),eicu.infusionDrug,Cisatracurium IVF Infused (ml/hr),,,,,,3736,119,3736,0,,0.0,25.5347,448.986,0.0,1.0,numeric,0.0011,0.9989,31.395
respFlowCareData|Mechanical Ventilator Resistance,eicu.respiratoryCharting,respFlowCareData|Mechanical Ventilator Resistance,,,,,,3713,173,3713,0,,1.9719,15.027,40.9359,0.0,1.0,numeric,0.0016,0.9984,21.462
Nitroglycerin (),eicu.infusionDrug,Nitroglycerin (),,,,,,3713,380,3713,0,,0.0,3.1336,354.6929,0.0,1.0,numeric,0.0034,0.9966,9.771
respFlowCareData|Mechanical Ventilator Compliance,eicu.respiratoryCharting,respFlowCareData|Mechanical Ventilator Compliance,,,,,,3700,173,3700,0,,10.626,38.6412,159.844,0.0,1.0,numeric,0.0016,0.9984,21.387
respFlowCareData|Spont TV,eicu.respiratoryCharting,respFlowCareData|Spont TV,,,,,,3685,761,3685,0,,58.5943,501.4029,1028.6949,0.0,1.0,numeric,0.0069,0.9931,4.842
Heparin (units/kg/hr),eicu.infusionDrug,Heparin (units/kg/hr),,,,,,3677,295,3677,0,,0.0,13.4011,985.0637,0.0,1.0,numeric,0.0027,0.9973,12.464
Lorazepam (ml/hr),eicu.infusionDrug,Lorazepam (ml/hr),,,,,,3643,103,3643,0,,0.0,5.0,294.0983,0.0,1.0,numeric,0.0009,0.9991,35.369
respFlowCareData|NIV Pt/Vent Spont_TidalV,eicu.respiratoryCharting,respFlowCareData|NIV Pt/Vent Spont_TidalV,,,,,,3635,240,3635,0,,188.6421,530.0274,1181.3583,0.0,1.0,numeric,0.0022,0.9978,15.146
respFlowCareData|Non-invasive Ventilation Mode,eicu.respiratoryCharting,respFlowCareData|Non-invasive Ventilation Mode,,,,,,3602,194,0,0,,,,,0.0,0.0,categorical,0.0018,0.9982,18.567
Lidocaine (ml/hr),eicu.infusionDrug,Lidocaine (ml/hr),,,,,,3601,159,3601,0,,0.0,15.0,331.4214,0.0,1.0,numeric,0.0014,0.9986,22.648
respFlowCareData|Endotracheal Tube Moved to,eicu.respiratoryCharting,respFlowCareData|Endotracheal Tube Moved to,,,,,,3596,163,0,0,,,,,0.0,0.0,categorical,0.0015,0.9985,22.061
respFlowCareData|NIV Pt/Vent Spont_Rate,eicu.respiratoryCharting,respFlowCareData|NIV Pt/Vent Spont_Rate,,,,,,3592,243,3592,0,,10.0,20.0496,45.0342,0.0,1.0,numeric,0.0022,0.9978,14.782
D5W (ml/hr),eicu.infusionDrug,D5W (ml/hr),,,,,,3519,107,3519,0,,0.0,50.0,250.0,0.0,1.0,numeric,0.001,0.999,32.888
respFlowCareData|EPAP,eicu.respiratoryCharting,respFlowCareData|EPAP,,,,,,3506,284,3506,0,,5.0,5.0,12.7688,0.0,1.0,numeric,0.0026,0.9974,12.345
FentaNYL (Sublimaze) 2500 mcg Sodium Chloride 0.9% 250 ml  Premix (mcg/hr),eicu.infusionDrug,FentaNYL (Sublimaze) 2500 mcg Sodium Chloride 0.9% 250 ml  Premix (mcg/hr),,,,,,3485,314,3485,0,,10.0,59.8167,244.4,0.0,1.0,numeric,0.0028,0.9972,11.099
Invasive|PAOP|PAOP,eicu.nurseCharting,Invasive|PAOP|PAOP,,,,,,3456,417,3456,0,,5.8213,17.1601,43.3367,0.0,1.0,numeric,0.0038,0.9962,8.288
respFlowCareData|Chest Tube Care,eicu.respiratoryCharting,respFlowCareData|Chest Tube Care,,,,,,3395,107,0,0,,,,,0.0,0.0,categorical,0.001,0.999,31.729
haptoglobin,eicu.lab,haptoglobin,,,,,,3373,2594,2817,3373,mg/dL,7.6209,162.3859,505.7899,1.0,0.8352,mixed,0.0235,0.9765,1.3
respFlowCareData|Chest Tube Label,eicu.respiratoryCharting,respFlowCareData|Chest Tube Label,,,,,,3370,90,1977,0,,1.0,2.0,3.0,0.0,0.5866,mixed,0.0008,0.9992,37.444
Normal Saline (ml/hr),eicu.infusionDrug,Normal Saline (ml/hr),,,,,,3370,79,3370,0,,0.0,81.355,513.1561,0.0,1.0,numeric,0.0007,0.9993,42.658
respFlowCareData|IPAP,eicu.respiratoryCharting,respFlowCareData|IPAP,,,,,,3330,266,3330,0,,7.6889,12.0,21.0333,0.0,1.0,numeric,0.0024,0.9976,12.519
respFlowCareData|VS RESP RATE,eicu.respiratoryCharting,respFlowCareData|VS RESP RATE,,,,,,3306,87,3306,0,,0.0,14.0,25.0,0.0,1.0,numeric,0.0008,0.9992,38.0
transferrin,eicu.lab,transferrin,,,,,,3238,2855,3183,3238,mg/dL,48.1019,152.7312,352.8525,1.0,0.983,numeric,0.0259,0.9741,1.134
respFlowCareData|PULSE OX RESULTS VT,eicu.respiratoryCharting,respFlowCareData|PULSE OX RESULTS VT,,,,,,3229,85,3229,0,,86.2316,99.0,100.0,0.0,1.0,numeric,0.0008,0.9992,37.988
protein - CSF,eicu.lab,protein - CSF,,,,,,3224,2135,3178,3224,mg/dL,6.7297,52.1712,958.229,1.0,0.9857,numeric,0.0194,0.9806,1.51
respFlowCareData|PD I:E RATIO,eicu.respiratoryCharting,respFlowCareData|PD I:E RATIO,,,,,,3218,86,3218,0,,0.3778,2.4683,5.7469,0.0,1.0,numeric,0.0008,0.9992,37.419
"respFlowCareData|Minute Volume, Spontaneous",eicu.respiratoryCharting,"respFlowCareData|Minute Volume, Spontaneous",,,,,,3205,290,3205,0,,0.0,5.8767,19.8594,0.0,1.0,numeric,0.0026,0.9974,11.052
glucose - CSF,eicu.lab,glucose - CSF,,,,,,3165,2111,3132,3165,mg/dL,11.1556,74.2468,208.6772,1.0,0.9896,numeric,0.0191,0.9809,1.499
respFlowCareData|Chest Tube Insertion Status,eicu.respiratoryCharting,respFlowCareData|Chest Tube Insertion Status,,,,,,3142,92,0,0,,,,,0.0,0.0,categorical,0.0008,0.9992,34.152
0.9% NSS (ml/hr),eicu.infusionDrug,0.9% NSS (ml/hr),,,,,,3103,61,3103,0,,0.0,40.0,263.7794,0.0,1.0,numeric,0.0006,0.9994,50.869
respFlowPtVentData|ETCO2,eicu.respiratoryCharting,respFlowPtVentData|ETCO2,,,,,,3100,94,3100,0,,18.3706,32.423,54.881,0.0,1.0,numeric,0.0009,0.9991,32.979
respFlowCareData|ETT Sedation Vacation,eicu.respiratoryCharting,respFlowCareData|ETT Sedation Vacation,,,,,,3100,211,0,0,,,,,0.0,0.0,categorical,0.0019,0.9981,14.692
Propofol (mg/kg/min),eicu.infusionDrug,Propofol (mg/kg/min),,,,,,3059,266,3059,0,,0.0,20.6351,76.65,0.0,1.0,numeric,0.0024,0.9976,11.5
Morphine (ml/hr),eicu.infusionDrug,Morphine (ml/hr),,,,,,3054,181,3054,0,,0.0,5.0,51.618,0.0,1.0,numeric,0.0016,0.9984,16.873
respFlowCareData|End Tidal CO2 Status,eicu.respiratoryCharting,respFlowCareData|End Tidal CO2 Status,,,,,,3027,103,2,0,,2.0,2.0,2.0,0.0,0.0007,categorical,0.0009,0.9991,29.388
respFlowCareData|Backup RR (Set),eicu.respiratoryCharting,respFlowCareData|Backup RR (Set),,,,,,3000,341,3000,0,,7.5923,15.0,16.0,0.0,1.0,numeric,0.0031,0.9969,8.798
respFlowCareData|Backup IInsp Time (sec),eicu.respiratoryCharting,respFlowCareData|Backup IInsp Time (sec),,,,,,2992,341,2992,0,,0.9,0.9,1.0,0.0,1.0,numeric,0.0031,0.9969,8.774
myoglobin,eicu.lab,myoglobin,,,,,,2828,1562,2762,2828,ng/mL,19.0129,113.0782,9991.9892,1.0,0.9767,numeric,0.0142,0.9858,1.81
Volume-Transfuse RBC (ml/hr),eicu.infusionDrug,Volume-Transfuse RBC (ml/hr),,,,,,2782,527,2782,0,,0.0,125.0,396.4655,0.0,1.0,numeric,0.0048,0.9952,5.279
Magnesium Sulfate IVF Infused (ml/hr),eicu.infusionDrug,Magnesium Sulfate IVF Infused (ml/hr),,,,,,2774,382,2774,0,,0.0,25.0,104.6283,0.0,1.0,numeric,0.0035,0.9965,7.262
respFlowCareData|NIV Alarms Hi Press Alarm_5,eicu.respiratoryCharting,respFlowCareData|NIV Alarms Hi Press Alarm_5,,,,,,2748,277,2748,0,,14.0,20.0,39.3227,0.0,1.0,numeric,0.0025,0.9975,9.921
respFlowCareData|NIV Alarms Low Press Alarm,eicu.respiratoryCharting,respFlowCareData|NIV Alarms Low Press Alarm,,,,,,2731,275,2731,0,,2.0,3.0,5.0,0.0,1.0,numeric,0.0025,0.9975,9.931
respFlowCareData|Apnea Ventilation,eicu.respiratoryCharting,respFlowCareData|Apnea Ventilation,,,,,,2700,259,2700,0,,2.0,2.0,2.0,0.0,1.0,numeric,0.0023,0.9977,10.425
Ketamine (mg/hr),eicu.infusionDrug,Ketamine (mg/hr),,,,,,2691,39,2691,0,,0.0,28.8858,100.1662,0.0,1.0,numeric,0.0004,0.9996,69.0
respFlowCareData|Volume Guarantee,eicu.respiratoryCharting,respFlowCareData|Volume Guarantee,,,,,,2675,251,2675,0,,2.0,2.0,2.0,0.0,1.0,numeric,0.0023,0.9977,10.657
Norepinephrine STD 4 mg Dextrose 5% 250 ml (mcg/min),eicu.infusionDrug,Norepinephrine STD 4 mg Dextrose 5% 250 ml (mcg/min),,,,,,2669,241,2669,0,,0.5884,6.0,40.0,0.0,1.0,numeric,0.0022,0.9978,11.075
Eptifibatide (ml/hr),eicu.infusionDrug,Eptifibatide (ml/hr),,,,,,2663,248,2663,0,,0.0,13.2603,129.3494,0.0,1.0,numeric,0.0022,0.9978,10.738
Eptifibatide (mcg/kg/min),eicu.infusionDrug,Eptifibatide (mcg/kg/min),,,,,,2651,299,2651,0,,0.0,2.0,3.7905,0.0,1.0,numeric,0.0027,0.9973,8.866
respFlowCareData|Adult Con Alarms Backup PC,eicu.respiratoryCharting,respFlowCareData|Adult Con Alarms Backup PC,,,,,,2570,218,2566,0,,7.0,20.0,20.0,0.0,0.9984,numeric,0.002,0.998,11.789
respFlowCareData|Adult Con Alarms Backup RR,eicu.respiratoryCharting,respFlowCareData|Adult Con Alarms Backup RR,,,,,,2547,215,2528,0,,8.0,15.0,20.0,0.0,0.9925,numeric,0.0019,0.9981,11.847
respFlowCareData|Auto Release,eicu.respiratoryCharting,respFlowCareData|Auto Release,,,,,,2531,246,2531,0,,2.0,2.0,2.0,0.0,1.0,numeric,0.0022,0.9978,10.289
WBC's in cerebrospinal fluid,eicu.lab,WBC's in cerebrospinal fluid,,,,,,2526,1656,2390,0,,0.0,6.1362,7534.0302,0.0,0.9462,mixed,0.015,0.985,1.525
respFlowCareData|Weaning Assessment Criteria Collaboration,eicu.respiratoryCharting,respFlowCareData|Weaning Assessment Criteria Collaboration,,,,,,2491,173,0,0,,,,,0.0,0.0,categorical,0.0016,0.9984,14.399
respFlowCareData|Skin Integrity,eicu.respiratoryCharting,respFlowCareData|Skin Integrity,,,,,,2487,58,0,0,,,,,0.0,0.0,categorical,0.0005,0.9995,42.879
respFlowCareData|Ventilator Support Mode,eicu.respiratoryCharting,respFlowCareData|Ventilator Support Mode,,,,,,2483,58,0,0,,,,,0.0,0.0,categorical,0.0005,0.9995,42.81
respFlowCareData|ET Tube Repositioned,eicu.respiratoryCharting,respFlowCareData|ET Tube Repositioned,,,,,,2442,57,0,0,,,,,0.0,0.0,categorical,0.0005,0.9995,42.842
respFlowCareData|AIRWAY TEMPERATURE,eicu.respiratoryCharting,respFlowCareData|AIRWAY TEMPERATURE,,,,,,2419,103,63,0,,21.91,31.0,34.0,0.0,0.026,categorical,0.0009,0.9991,23.485
respFlowPtVentData|B2: EPAP,eicu.respiratoryCharting,respFlowPtVentData|B2: EPAP,,,,,,2362,357,2362,0,,4.576,6.0,15.8765,0.0,1.0,numeric,0.0032,0.9968,6.616
0.9 NSS (ml/hr),eicu.infusionDrug,0.9 NSS (ml/hr),,,,,,2305,41,2305,0,,0.0,40.0,489.9523,0.0,1.0,numeric,0.0004,0.9996,56.22
Norepinephrine MAX 32 mg Dextrose 5% 250 ml (mcg/min),eicu.infusionDrug,Norepinephrine MAX 32 mg Dextrose 5% 250 ml (mcg/min),,,,,,2287,97,2287,0,,1.0854,10.0,60.3098,0.0,1.0,numeric,0.0009,0.9991,23.577
Epinephrine (mcg/kg/min),eicu.infusionDrug,Epinephrine (mcg/kg/min),,,,,,2287,115,2287,0,,0.0,0.0589,0.7934,0.0,1.0,numeric,0.001,0.999,19.887
respFlowCareData|NIV Setting Set_RR,eicu.respiratoryCharting,respFlowCareData|NIV Setting Set_RR,,,,,,2260,244,2149,0,,4.0,4.0,10.1113,0.0,0.9509,numeric,0.0022,0.9978,9.262
24 h urine protein,eicu.lab,24 h urine protein,,,,,,2251,1883,2126,2251,mg/24HR,4.7078,47.4048,7407.2739,1.0,0.9445,mixed,0.0171,0.9829,1.195
respFlowPtVentData|B1: IPAP,eicu.respiratoryCharting,respFlowPtVentData|B1: IPAP,,,,,,2242,348,2242,0,,8.0,14.0,22.0,0.0,1.0,numeric,0.0032,0.9968,6.443
respFlowCareData|DABP,eicu.respiratoryCharting,respFlowCareData|DABP,,,,,,2217,257,2217,0,,0.37,18.0,99.0806,0.0,1.0,numeric,0.0023,0.9977,8.626
Alteplase IVF Infused (ml/hr),eicu.infusionDrug,Alteplase IVF Infused (ml/hr),,,,,,2188,108,2188,0,,0.0,25.0,319.2495,0.0,1.0,numeric,0.001,0.999,20.259
respFlowCareData|Trachestomy Tube Size,eicu.respiratoryCharting,respFlowCareData|Trachestomy Tube Size,,,,,,2177,21,2177,0,,4.0,6.0,10.0,0.0,1.0,numeric,0.0002,0.9998,103.667
0.9 NS (ml/hr),eicu.infusionDrug,0.9 NS (ml/hr),,,,,,2177,34,2177,0,,4.77,20.0,445.9529,0.0,1.0,numeric,0.0003,0.9997,64.029
Device,eicu.lab,Device,,,,,,2157,554,2098,0,,0.0,840.0,840.0,0.0,0.9726,numeric,0.005,0.995,3.894
D10 (ml/hr),eicu.infusionDrug,D10 (ml/hr),,,,,,2100,61,2100,0,,0.0,40.0,100.0,0.0,1.0,numeric,0.0006,0.9994,34.426
Labetalol (ml/hr),eicu.infusionDrug,Labetalol (ml/hr),,,,,,2037,91,2037,0,,0.0,30.0,245.3099,0.0,1.0,numeric,0.0008,0.9992,22.385
respFlowCareData|Unit of Measure,eicu.respiratoryCharting,respFlowCareData|Unit of Measure,,,,,,2019,266,0,0,,,,,0.0,0.0,categorical,0.0024,0.9976,7.59
Argatroban (mcg/kg/min),eicu.infusionDrug,Argatroban (mcg/kg/min),,,,,,1996,35,1996,0,,0.0,0.6,3.5264,0.0,1.0,numeric,0.0003,0.9997,57.029
Nitroprusside (mcg/kg/min),eicu.infusionDrug,Nitroprusside (mcg/kg/min),,,,,,1992,196,1992,0,,0.0,0.519,7.7849,0.0,1.0,numeric,0.0018,0.9982,10.163
0.9NS (ml/hr),eicu.infusionDrug,0.9NS (ml/hr),,,,,,1968,54,1968,0,,0.0,70.25,513.9528,0.0,1.0,numeric,0.0005,0.9995,36.444
respFlowPtVentData|B3: Est Mask Leak,eicu.respiratoryCharting,respFlowPtVentData|B3: Est Mask Leak,,,,,,1950,307,1950,0,,7.92,38.0,102.4063,0.0,1.0,numeric,0.0028,0.9972,6.352
respFlowSettings|5. ARDS Eval (M or DNM),eicu.respiratoryCharting,respFlowSettings|5. ARDS Eval (M or DNM),,,,,,1900,157,1,0,,222.0,222.0,222.0,0.0,0.0005,categorical,0.0014,0.9986,12.102
respFlowCareData|Bipap Delivery Mode,eicu.respiratoryCharting,respFlowCareData|Bipap Delivery Mode,,,,,,1887,185,0,0,,,,,0.0,0.0,categorical,0.0017,0.9983,10.2
Aminocaproic Acid IVF Infused (ml/hr),eicu.infusionDrug,Aminocaproic Acid IVF Infused (ml/hr),,,,,,1870,366,1870,0,,0.0,25.0,258.2597,0.0,1.0,numeric,0.0033,0.9967,5.109
Dexmedetomidine (mcg/kg/hr) (mcg/kg/hr),eicu.infusionDrug,Dexmedetomidine (mcg/kg/hr) (mcg/kg/hr),,,,,,1862,129,1859,0,,0.095,0.6,1.4,0.0,0.9984,numeric,0.0012,0.9988,14.434
Octreotide (),eicu.infusionDrug,Octreotide (),,,,,,1857,84,1857,0,,0.0,10.0,209.1377,0.0,1.0,numeric,0.0008,0.9992,22.107
