db,src_table,field_name,reason
eicu,infusionDrug,D5 w/ 150meq Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,water flush  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,d51/2 w/ 40kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Ativan  (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NIMEX (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W +20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45% NS D5W (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaHCO3 150mEq/1L 0.45%NaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS main (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5% LR w/ 40 K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS PCA carry (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fentanyl (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9 Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% NA CL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W w/ Anbx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W/ Abx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9NS w/20meq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Normosol-R (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/ 0.45 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,.45% NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Nss atbx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,clevidipine (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5  1/2 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Immune Globulin (10%) (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2 N.S (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS antibx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS w/20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (ml) Phenylephrine,"输注药名, 不在概念目录内"
eicu,infusionDrug,Octreotide 500 mcg Sodium Chloride 0.9% 500 ml (mcg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W LR (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Agatroban (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fluids with bi-carb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Epidural  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,.45%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Scale A RHI (units/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,(mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sterile water with 3 amps of HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,mivf (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,tranexamic acid (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 .45 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.9% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Angiomax (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,ACTIVASE (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Flolan (nanograms/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.2% NaCl/20K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Normosol R (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W,"输注药名, 不在概念目录内"
eicu,infusionDrug,D5.9NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,RHI - Scale A (units/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fentanyl/Bupivacaine/Dilaudid (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D51/2nss w 20kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,epidural :fentanyl/duramorph/bupivicaine (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS +75MEQ HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS w/ ABX (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fibersource Enteral Feed (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fenoldopam (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Amiodarone (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 . 45 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9%  Normal Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,".45 normal saline,  (ml/hr)","输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL)-sodium chloride 0.9 % bolus 750 mL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Penicillin (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaCL 0.9% Calcium gluconate (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D10W @ 75 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Diluadid  (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Propofol (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D51/2 NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS 20 K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D50.9%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5.45 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Calcium Chloride 6gms in 500ml d5w (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% NA+ CL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS 20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.45% NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sodim Bicarb in D5W (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL) Magnesium,"输注药名, 不在概念目录内"
eicu,infusionDrug,NS w/20K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS w/20kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D10 1/2 NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/.45Ns+20KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.22 NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS @ 75ml/hr (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5+40KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2NS + 40 KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,dextran (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,normalsol (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Cisatracurium (Nimbex)STD 200 mg Sodium Chloride 0.9% 500 ml (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D51/2ns with 20kcl/l (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5NS +20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,IVF NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/LR with 10 mEq KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2 NS W/ 20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 w 150 mEq bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/ 0.45%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W/ 0.45NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS+20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5LRMVI (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS with 20 KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D10 1/2 ns (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2 NS + 20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Lorazepam,"输注药名, 不在概念目录内"
eicu,infusionDrug,MAG RIDER (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45NSS+MVI (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W c 20K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 150mEqBicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D51/2 + KCl 20meq (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Anmiocaproic Acid (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3 nacl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS w/ 10K+ (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS/20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/ 0.45%NSS/20meq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W 40 MEQ KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,d5w + abx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS rider (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,PROTONEX (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5-1/2 NS w/40 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,ns w/ 20 meq kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.9NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bicarb IVF (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Vecuronium (mcg/kg/min) (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Labetalol STD 500 mg Sodium Chloride 0.9% 500 ml (mg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45%NSS+40mEq potassium (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Multivitamin fluid (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1000cc d5w w/ 3 amps nahco3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2NS + 2Amps HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/4 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,"Sodium Chloride 0.9% 1,000 ml (ml/hr)","输注药名, 不在概念目录内"
eicu,infusionDrug,.45% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS via Venous Sheath (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,d5W/ .9% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/4 NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.2%NACL w/20meq kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sodium Bicarb drip (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D51/2NS20KCL10MMKPHO (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Activase Cathflo (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 150meq bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dilaudid (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.9% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.9NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,N-Acetylcystine (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,nss/abx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Hypertonic NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W 1/2NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS +KCl 10 mEq (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS for Blood Administration,"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W w/150MEQ NaHC03 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,LR + 10 meq KCl  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Na Bicarb  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,TPA (),"输注药名, 不在概念目录内"
eicu,infusionDrug,ketamine (mg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,3 %NaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS carrier lasix (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dexmedetomidine (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,2% Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS 20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5LR20K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1.8% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bivalirudin (Angiomax) 250 mg Sodium Chloride 0.9% 50 ml (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS carrier heparin (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9 Sodium Chloride (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5NSS.45 c 75 mEq (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS RFS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,C ABX _NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL) Immune Globulin (Human) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 45%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,MVI BAG (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fent/Bupi Epidural (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Other #2 mL/hr (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Nitroprusside(Nipride)STD 50 mg Dextrose 5% 250 ml (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,d5W/NaCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Warmed NS - Belmont (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,d5 1/2ns. (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W with 150meq NaHCO3/L (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D10/0.45 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 .45 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Lorazepam (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,TF  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Solumedrol  (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2 NS with 30 KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,albumin 25% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sterile Water w/75meq Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,FE Dextran (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D51/2 NSS + KCL 40meq (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,RBC's (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,FLAGYL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS w/ 20meq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5.45 NS/20meq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W WITH HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,TPA2 mL/hr (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Eptifibatide (Integrilin) 75 mg  100 ml  Premix (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5NaHCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Calcium (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,multivitamin bag (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5LR w/ 10 mEq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Propofol (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W/Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS + MV/Thiamine/Folic acid (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS 20mEQ KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,"Volume (mL)-sodium chloride 0.9 % bolus 2,000 mL (ml/hr)","输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL) Levothyroxine (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,CaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,txa (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS with LEVO (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,SODIUM BICARBONATE / 0.45%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,sodium bicarbonate 2 AMPS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W + 20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2NS w/ 40K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W with 40 mEq KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Blood (PRBCs) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45%NS with 20meq KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.9% NaCl W 10 mEq KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% NSS (Sheath) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2 NS W/ 20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL)-sodium chloride 0.9 % bolus 500 mL,"输注药名, 不在概念目录内"
eicu,infusionDrug,D5LR w/ 20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9NS w/20KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Aminophylline (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W w NA Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Zemuron (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45 NSS/Sodium Bicarbonate 150meq (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,"d50,45%NS (ml/hr)","输注药名, 不在概念目录内"
eicu,infusionDrug,ANBX (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5Ww/3ampNaHC03 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,d5/0.45%nacl/20K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 c 150 mEq Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5w/150MEQ sodium bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,d10 +bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 NaCl 0.9% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% Normal Saline Solution (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% NS Venous Sheath (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NA PHOS RIDER (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5NSS + 40 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Ca/Mg replacement (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.3%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Neo Synephrine (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,IVF + electrolytes (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45NSS w/ 75mEq NAHCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5w +atbx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Potassium Lower Cocktail mL/hr (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Ketamine (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,diprivan (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS carrier for Prima (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bicarb 250 mEq/250 mls (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,LR with 40mEq KCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,tpn w/ fat (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,keatmine (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5RL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,iv with thiamine and folate (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Amicar Drip (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Normal Saline,"输注药名, 不在概念目录内"
eicu,infusionDrug,SWI w/ 150meq HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.2NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 + 150 Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS w/20meq kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume-Transfuse cryoprecipitate (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bicarbonate (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS with thiamine/folite/VitB12 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.9% NaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS with 40mEq K (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaBicarb Gtt (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5.45 NS  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W 0.45%NACL+40MEK KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Pantoprazole (Unknown),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaCl 3% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.2% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NSS w/75meq bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS (coolant-Ekos) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sod. Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bumetanide,"输注药名, 不在概念目录内"
eicu,infusionDrug,primacore (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45%NS MF (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dextrose 10 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sterile Water & 150meq Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 with150MEQ HC03 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,ns w 20 k (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,LR KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaCL ).45% with MVI (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.45%NaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,20 meq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,"Volume (ml) Heparin-heparin 25,000 units in 0.45 % sodium chloride 500 mL infusion","输注药名, 不在概念目录内"
eicu,infusionDrug,IVF withOut additives (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Heparin 25000 Units Dextrose 5% 500 ml  Premix (units/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,.9% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2NS w 20kcl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS WITH 20 MEQ KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,oxacillin (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS + 20 mEq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,BREVIBLOC (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2 NSS  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 Bicarb 150 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D 5 W (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,hydromorphorne (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Mannitol gtt(100gm/500mL) 100 g Dextrose 5% 500 ml (Unknown),"输注药名, 不在概念目录内"
eicu,infusionDrug,Propofol (Unknown),"输注药名, 不在概念目录内"
eicu,infusionDrug,MVI  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5W w/ 100 meq bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Altepase (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS 2 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5%Na Bicarbonate (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS (Coolant) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,SW/150meqNaHCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5NS w/ Multivits (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Precedex (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% SODIUM CHLORIDE (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Activase (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS+ABX (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Potassium rider (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,water w/ 150 bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Phenylephrine (mcg/kg/min) (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Naloxone(Narcan)-Obtunded 8 mg Sodium Chloride 0.9% 250 ml (mg/hr),"输注药名, 不在概念目录内"
